他可以直接拉黑不用再见了??毕竟我怕哪天把我也拉下水,F
"他可以直接拉黑不用再见了?? After all, I'm afraid that one day I'll be dragged into this water too",F
He can just block me and never see me again?? 毕竟我怕哪天把我也拉下水,F
He can just block me and never see me again?? After all, I'm afraid that one day I'll be dragged into this water too",F
看见男同直接骂就好了??,T
看见男同directly scold them??,T
Just scold gay men when you see them?,T
长得和个丑老鼠似的,T
长得和个 ugly mouse 似的,T
Looks like an ugly mouse,F
朋友那是你耳朵不好使，我作为辽宁人如果有个和东北人聊天，我能分出他是吉林还是黑龙江的,T
"My friend, thats because your ears are not working 我作为辽宁人如果有个和东北人聊天，我能分出他是吉林还是黑龙江的",T
"My friend, your ears are not working well. As a Liaoning native, if I chat with a Northeasterner, I can tell whether he is from Jilin or Heilongjiang.",F
成天带妹的舔狗能不能死啊,T
simp who always brings women to our video games 能不能死啊,T
Can the simp who queues games with girls all day die already?,T
你说对了，我就是歧视黑皮啊??,T
你说对了，我就是歧视 darker skin??,T
"You are right, I do discriminate against darker skin??",T
哈哈哈，普信男破防了??，当真是喜闻乐见??,F
哈哈哈， the man who is ordinary but confident man finally got triggered，当真是喜闻乐见??,F
"Hahaha, the Puxin man's defense is broken??, it's really fun to see??",F
她们不是单纯，是真的蠢,T
她们不是单纯，but actually stupid instead,T
"They are not innocent, they are really stupid.",T
B站女权，说着说着自己玻璃心把我拉黑了,F
Bilibili feminists，说着说着自己玻璃心把我拉黑了,F
The feminist at Station B blocked me with her glassy heart as she talked about it.,F
希望你早日脱离这种落后的思维方式,F
Hope you can breakaway from 这种落后的思维方式 soon,F
I hope you can get rid of this backward way of thinking as soon as possible.,F
再一个，眼睛不用的话，这边建议您捐出去呢,T
再一个，if you don't use  your eyes，这边建议您捐出去呢,T
"Another thing, if you don't use your eyes, I suggest you donate them.",T
"我190+，但是这种母狗还是铁鲨鼻",T
我190+，但是这种 female dog 还是铁鲨鼻,T   
"I'm 190+, but this kind of tomb dirt is still an iron shark nose",F
其实韩国人。。。娘炮。。。??????,T 
其实韩国人。。。girly。。。??????,T
Actually Koreans are... sissy... ??????,T
你他妈今天的午饭就是在猪槽里吃了,T
Your fucking lunch today was 猪槽里吃了,T
You ate your lunch in a pig trough today.,T
渣的人不分性别不分人种，犯罪就是犯罪，上升到群体就不好了,F
Scumbags are not divided by gender or race，犯罪就是犯罪，上升到群体就不好了,F
Scumbags are not limited to gender or race. Crime is crime. It is not good to elevate it to a group.,F
因为智商低，容易被女的pua，价值观都偏了,T
"Because his IQ is low, 容易被女的pua，价值观都偏了",T
"Because of low IQ, he is easily manipulated by women, and his values ​​are distorted",T
还拿它们的鬼话当成批判的材料吗？,F
还拿它们的鬼话as evidence for criticism？,F
Are you still using their lies as material for criticism?,F
女人不值得同情,T
women 不值得同情,T
women don't deserve sympathy, F
假的，加上这主播也是个废物,T
假的，加上the streamer is useless,T
"Fake, plus this anchor is also a waste",F
不和牛马一般见识,T
Don't see be equal with 牛马,F
Don't be like cattle and horses，F
这还需要纠结？一句傻逼就完事了,T
Is this still something we need to worry about?一句傻逼就完事了,T
Is there any need to worry about this? Just say "idiot" and it's over, T
我广西，就很喜欢吃凉拌的,F
"I am from Guangxi, 就很喜欢吃凉拌的",F
"I am from Guangxi, and I like to eat cold dishes.",F
"这是典型的郎才女貌，侧面证明了，人丑就该多读书",T
"This is a typical example of a talented man and a beautiful woman, 侧面证明了，人丑就该多读书",T
"This is a typical example of a talented man and a beautiful woman, which indirectly proves that ugly people should read more books.",T
以前高中校门口中午的时候总有一个台湾人的流动摊子卖寿司。,F
以前高中校门口中午的时候总有一个 Taiwanese person selling sushi from their mobile stall,F
"In the past, there was always a Taiwanese mobile stall selling sushi at noon in front of the high school gate.",F
我也觉得他家的裙无敌仙女啊啊啊啊！！！,F
I also think他家的裙无敌仙女啊啊啊啊！！！,F
I also think his store's skirts are so fairy-like! ! !,F
"才看的新闻，女司机开滴滴被罚款两万，跳天桥自杀了",F
"I just saw the news, a female Uber driver 被罚款两万，跳天桥自杀了",F
"I just saw the news that a female driver driving Didi was fined 20,000 yuan and committed suicide by jumping off an overpass",F
