That's sweet. What does he eat?,0.024849601
do you know how long will they live? I may die before they do :),0.3250515
they are not that scary, but calm and relaxed creatures. Just like the novel series The "Warriors" depicts calm people as scary,0.055521555
true. by the way, the scales behind their necks are known as tuberculate scales,0.17718399
Haha.. i think you know they vary greatly in length,0.056263726
They would make a cool pet.  What Kind of Iguana do you want?,0.059974585
Iguanas can live up to 20 years if they are cared for properly,0.048594624
Iguanas range in length including the tail. Some males can get over 5ft in length,0.053295042
I don't know anything about lesser antilles iguana! Can you tell me more?,0.022846194
actually these are not that big, they are sort of babies so I do not know how big they will get,0.08953904
Yeah in the wild im sure they hunt small rodents as well. The come from south America and the carribbean,0.06817148
I had no idea. My neighbors have one and is like a teal color,0.030977672
Two species are included in the genus "Iguana": the green iguana, which is widespread throughout its range and a popular pet, and the Lesser Antillean iguana,0.019351736
Are Iguanas good pets? They sound pretty easy to care for.,0.03015274
I love learning about other cultures and I will definitely look for more info about them,0.024378212
iguana are quite cool but can be annoying little guys when you get a lot of them,0.22980402
That is cool! Is it expensive? I know they range in  lengths, including their tail,0.091913216
Iguanas have a dewlap, which is a spine and OMG a tiny 3rd eye on their heads! Creepy!,0.42568782
He wasn't super long. Maybe a couple of feet. Kinda a little guy as iguanas go.,0.07845957
I used to have a pet iguana! They can be a lot of fun.,0.04290464
Well for one they can range in length, including their tails.  The name was derived from the Taino name "Iwana".,0.036634352
Wow at the top so they actually don't need that one most likely, what kind of things do they feed off of?,0.031213367
Whoa! I can't imagine! And they are herbivorous, so no meat? I wonder what their favorite thing to eat is.,0.11129999
That's cool. Those spikes look awesome. They seem like pretty docile creatures.,0.051068526
Yes, they are.  Blues can live the longest of any iguana, up to 69 years....talk about a lifetime pet.,0.027442247
I have not heard of that before. tell me more about Iguanas please,0.021785567
Do you like the genus of herbivorous lizards from tropical mexico and central america known as the iguana?,0.11378009
Actually, there are just two. The green iguana is the popular pet. The other one in the Antilles is endangered because of habitat destructions.,0.025085296
So, what's the difference?,0.013948329
There are two species of "Iguana" the green iguana and the lesser antillaean Iguana,0.033806015
An iguana is an herbivorous lizard. Only plants!,0.09481675
Usually about 12 years. The small scale behind the iguanas ears that look like spokes are called tuberculate scales.,0.05354243
That's interesting. Does it help them see in the dark?,0.021667719
Do they really slap their tails when they  feel threatened?,0.3286776
I think so. Mostly in South America and Central America,0.019226074
I agree, they definitely have a prehistoric look to them. There are also over 6000 species spread across the world.,0.022728346
Well, you have to be careful. Diet, lighting, and other housing for a green iguana like mine causes too many to die in captivity too soon.,0.1182615
My Iguanas have teeth but they have never bitten me. I don't think it would hurt terribly because mine are small. Iguanas can vary in length though.,0.040183347
I own a pet iguana, its a genus of herbivorous lizards that are native to tropical areas of Mexico, Central America, do you like iguanas?,0.042657252
It is on the top of the head,0.1104733
That is correct they are herbivorous lizards. They like all kinds of greens such as kale and lettuce.,0.19124292
I've never heard of that television drama. What is it about?,0.024378212
i know :D most species of parrot can make excellent companions, the best ones are those who can mimic talk :D,0.0969861
What sets Iguanas apart from other reptiles like Lizard?,0.05131592
Wow! Parrots live for about that long too don't they?,0.09915545
You want the blue one trust me.  What freaks me out about Iguanas are those spines running down their back and that third eye on their heads.,0.31132057
The genus was first described in 1768,0.04240986
They have a third eye, so it would be bad if they weren't.,0.17198499
Does he change colors?,0.023906821
no iguanas are lizards so they are herbivores,0.17025198
