"@KweenT1 Kween T wya",0.01646154
"What these bitches want from a nigga? On some DMX shit.",0.944597
"\"@Madeinbeijing_: I ain't tryna be nobody's \"baby momma \" I'm tryna be a somebody wife \ud83d\udc8d\" exactly!!!!",0.1373533
"Chris nosey lol",0.11357342
"U push a nigga away with always questioning his loyalty",0.63782936
"James Anderson.............. I wish he knew me. We would probably be great friends. :-)",0.016210219
"@Spaghetti_Shone smh",0.027913637
"\u0412\u043e\u043e\u0431\u0440\u0430\u0436\u0435\u043d\u0438\u0435? \u0415\u0433\u043e \u0431\u043e\u043b\u044c\u0448\u0435 \u0432\u0441\u0435\u0433\u043e \u0443 \u043e\u043d\u0430\u043d\u0438\u0441\u0442\u043e\u0432.",0.0926474
"Fugg me u know I got it!!! #hov",0.33255672
"@Danyea_Aniyaa ard",0.028974265
"Lightskin nigga",0.62702215
"@TheOnlyReed lmaoooooooooo",0.034984488
"TGFAD",0.03875561
"Hungry",0.03969839
"1:28 a.m",0.017843807
"@CoeurBrulant_ Bae",0.01024134
"Dumb asx shyt",0.7761081
"Nd cme bck hme",0.026263772
"@A_Medina05 ard",0.0137598375
"You get treated like Royalty wen you SelfMade Loyalty!",0.05280026
"NDC",0.010492661
"@Keylon_Badazz Wya",0.011812098
"@YoHoe_MyBed Wya",0.043646812
"\ud83d\udce2\ud83d\udce2\ud83d\udce2",0.045873325
"TGFAD",0.03875561
"TGFAD",0.03875561
"GM twitter",0.011372286
"EVERY nigga got that one Girl they NEVA letting Go",0.6744087
"I heard Stephenson ratchet ... I hope its not true lol",0.059479803
"Its three type of niggas in the world .. Niggas who make shit happen .. Niggas who dnt make it happen .. And niggas who dnt knw wats happnin",0.8540474
"@TheRealSydney__ Sup Sis ?",0.02779579
"@FreekeyIAm087 Pussy wya",0.3811502
"Pass around x Rich homie &amp;&amp; Gucci",0.11440011
"\"@xAmbitious_Nita: bitches still worried bout who the next bitch fuckinggg, worry bout cha damn self !\"rft \ud83d\ude4c\ud83d\udc6f",0.6611249
"??? Damn",0.37340668
"Trying to calm my nerves",0.09351514
"Ctfu",0.3389984
"Bored",0.11181668
"Ciara X im out &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;",0.031684756
"@_DuhJon can't wait to read it...",0.02638162
"Was making good progress until...",0.011686437
"I heard one of my neos is over here... bet!",0.055026773
"Looked up and thought I missed my bus stop smh...",0.03969839
"@kiddMal_ lol",0.029092113
"This powerpoint is going to go in... can't wait to add sound effects and my anecdotes lol",0.040183347
"It get's hot at like 3 over here...",0.09655223
"Morehouse going back to Augusta...",0.016587202
"@DrDonTaylor not as much as black folk but eh",0.39842087
"Smh getting caught up in social media convos is death",0.25462922
"@OldSkoolYoungin sweet tea lol",0.037105743
"@_MrPotus trish",0.1587729
"This song is stuck all the way in my head... smh",0.10696511
"@ANNAmaeNOcake don't melt lol",0.09033044
"Tis a great time for a young black man in academia...",0.27236435
"Gotta make a bio... don't know how to do that",0.030977672
"@rated_et lol yes sir I'll check them out",0.08004235
"Smh the sun is here",0.039226998
"Life is all the more beautiful because of the anomalies...",0.031684756
"I don't even think I can name 3 Jordan's... and I can create some elements lol",0.062236045
"I still got two twitter apps on my phone cause of Kharee... but I like it",0.02249265
"Stop and frisk shall be no more...",0.05131592
"My phone is having a seizure y'all... like the screen jumping and changing colors...",0.039935954
"@DolfieFBaby good eve",0.0103670005
"@dplase nthn bruh you cool lol",0.055274166
"@clontsky_12 it's additive... those msgs gonna go straight to ya legs and but bruh...",0.30427247
"This is too noisy for me... I can't hear the lines like I would...",0.05799546
"\"Love loves somebody\"",0.023671126
"Somebody BETTER email me soon",0.02779579
"@iAmerican_Guy bruh when I tell you I was confused... I looked up the words to find out if there was more",0.051068526
"Southern Semi-urban Black Culture is the worst... that's what I grew up in",0.5024724
"Yes fish!",0.024967449
"@smodeste can't beat it here lol no way lol but ok lol",0.16043124
"I see some stupid tweets everyday...",0.6342749
"@Quit3_BaK3d what in the devil!?\"!!!!!!",0.38601747
"@smodeste ooop look at u",0.034748793
"@DeMK1992 lol this is true last class was 09",0.071337044
"@sir_semaj @DeMK1992 yyess ernest for the prompt cosign!",0.027324399
"@DeMK1992 @sir_semaj I will as always",0.012063419
"@C_R_C_J lol riiiight",0.029445656
"Might as well stay up as long as I want... I get to go back to sleep after 10",0.032156147
"Smh... I was just thinking about black male actors and looked up that guy...",0.3048984
"My most random tweets get retweeted lol...",0.043646812
"Dreams do come true... even the bad ones... lol",0.044883765
"@Cgutter357 me too bruh me too",0.034513097
"Got some more chicken left... and it was good... might as well make some more",0.067380086
"\"It's a primetime for a our love\"",0.022846194
"So some people want me to share some words",0.020960633
"lord my neos were born right back to back smh",0.1269396
"@DariusUncensord lol ooop lol",0.028974265
"@DariusUncensord I wouldn't expect anything less lol",0.091913216
"Fellowship apps...",0.011183795
"\"If she basic, waffle house\" -Naj lol",0.11388343
"@Captain_Obvio I got you bruh... remind me Monday lol that's when im going on break",0.10175867
"Breakfast for dinner... bout to heat up one of these microvave things",0.034984488
"Lips fall off around the world...",0.06579731
"@Latin_Soul13 eyyyy you know I need it lol",0.083999306
"These \"girls\" are dancing though lol these lil horse lol",0.37340668
