"#IdBeLyingIfISaid  @SoderbergT was pretty",0.04315203
"My week is going to consist of hockey &amp; summer reading.",0.027206551
"So much for going to bed early for preseason #cma's #musicfestival",0.02035702
"Food sounds so good right now",0.013634177
"@LOHANTHONY how do you come up with your vines. They're hilarious\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\udc4d",0.11316007
"@Jake_Vogel1 text me dude!",0.027324399
"@broookeee100 we don't have morning practice tomorrow\ud83d\ude0d",0.04290464
"I like when you ignore me too",0.147767
"I love chick-fil-a",0.048594624
"Especially their lemonade",0.044636376
"@broookeee100 I find myself saying \"solid\" more frequently now....",0.025320992
"I said it was probably Ezra like 300 years ago. #nobodylistenstokathryn",0.026263772
"Lol @ the fact that I can't solve word problems to save my life.",0.0414203
"Good luck to @AllyOrsini getting her wisdom teeth out today",0.104795754
"I feel like I have twitter and Facebook just to have it. I don't really ever do anything and could care less about half the stuff #truth",0.04711028
"I love working till close and then having to open tomorrow morning #not #nosleep \ud83d\udc4e\ud83d\udc4e\ud83d\udc4e\ud83d\ude34\ud83d\ude34\ud83d\ude34\ud83d\ude34",0.03545588
"Three more hours then a day off #ThankGod",0.02035702
"I won't lie if things could work out between us it would make me very happy. But I know that they can't #gottamoveon",0.037105743
"Wondering where things went wrong and wishing I could go back and fix them #missyou",0.022846194
"I hate the fact of actually getting up early but I love feeling like I didn't waste the day away sleeping #tired \ud83d\ude34",0.19789438
"I can't fall back asleep ... What a great 4 hours of sleep I got #exhausted \ud83d\ude14\ud83d\ude34",0.05131592
"Sometimes you miss the simple things from a relationship. Having someone to talk to, keep you company and sit with #missit",0.0414203
"Ill always have that little bit of hope even though I know you're never coming back #missyou",0.026145924
"@kyle_zack that was who're we decided to sit together lol",0.055768944
"Every time I say I'm done I find another reason to stay even though I shouldn't #wannagiveup #buticant",0.033334624
"Work work work work work work work. I feel like I live at Wegmans and sleep at home #workaholic",0.06184035
"Current mood: on a rampage due to being so pissed off #thanks",0.44933176
"I wish things were different, but I'm just going to have to learn to live with the fact they aren't #timetomoveon #sadly \ud83d\ude14",0.050573748
"Looking back to old posts and notes and wondering how and where exactly things went so wrong #missit #confused",0.024731753
"Looking back to old posts and notes and wondering how and where exactly things went so wrong #missit #confused",0.024731753
"I was fine all day and now that I'm getting ready for bed my thoughts are racing and I miss you \ud83d\ude14",0.05255287
"Ndsu is zoo",0.1641865
"Didn't even have to unpack my truck this morning. I love my classmates. \u263a",0.034748793
"@kiid_3 horizontal",0.055026773
"ADVENTURELAND.",0.005340576
"I remember when I would only watch cheaper by the dozen 2 to see Taylor Lautner. #soinlovew/him.",0.041172907
"This is how we do it.",0.011435116
"I can't breathe because I'm laughing so hard.",0.034041706
"Seriously I love watching Kallie and Ali play just dance \ud83d\ude02\ud83d\ude02\ud83d\ude02",0.049584184
"Ali has headphones in cause we were watching a scary movie \ud83d\ude02\ud83d\ude48",0.11336674
"@FurgersonKallie ill think about it \ud83d\ude0f",0.035691574
"@karleywarnerr congrats on making varsity Karley! \ud83d\ude01",0.032627538
"\ud83c\udf4d I miss you sooo much! You're one of my favorite freshman! And I can't wait to get close again this year love you!",0.0201057
"I cannot be held responsible for my actions if forced to listen to Blurred Lines one more time \ud83d\ude49",0.11119666
"@hatriick I miss you too big fag",0.64447093
"@weinreber actually I was thinking more like field fags but whatever",0.5559701
"@JebyWagner @needhamjon I don't marry my cousins though",0.055768944
"As much as I'd like a relationship sometimes they're just a pain in the ass",0.7570315
"#lefthandersday is a good day for me",0.036870047
"@anna_maze haha thanks I know. Love you too. Bye.",0.02308189
"@lexlynnlovesyou you seem to forget at times that a new day begins at midnight",0.050078966
