"你可不可以别再装傻, 我们都知道你做了什么",T,0.48141238
"你可不可以别再装 stupid , we all know what you did",T,0.6667219
"Can you stop acting stupid, we all know what you did",T,0.743089
他可以直接拉黑不用再见了??毕竟我怕哪天把我也拉下水,F,0.19314334
"他可以直接拉黑不用再见了?? After all, I'm afraid that one day I'll be dragged into this water too",F,0.2854903
"He can just block me and never see me again?? After all, I'm afraid that one day I'll be dragged into this water too",F,0.36095104
看见男同直接骂就好了??,T,0.13214645
看见男同directly scold them??,T,0.19986437
Just scold gay men when you see them?,T,0.52811706
长得和个丑老鼠似的,T,0.6611249
长得和个 ugly mouse 似的,T,0.5779532
Looks like an ugly mouse,F,0.50503236
朋友那是你耳朵不好使，我作为辽宁人如果有个和东北人聊天，我能分出他是吉林还是黑龙江的,T,0.12520397
"My friend, thats because your ears are not working 我作为辽宁人如果有个和东北人聊天，我能分出他是吉林还是黑龙江的",T,0.11202335
"My friend, your ears are not working well. As a Liaoning native, if I chat with a Northeasterner, I can tell whether he is from Jilin or Heilongjiang.",F,0.2359567
他能不能快点去死啊,T,0.6308517
他能不能quickly go die啊,T,0.62702215
Can he die already?,T,0.4402136
你说对了，我就是歧视黑皮啊??,T,0.47886392
你说对了，我就是歧视 darker skin??,T,0.45757914
"You are right, I do discriminate against darker skin??",T,0.37751234
"哈哈哈，普信男破防了??，当真是喜闻乐见??",F,0.15711457
"哈哈哈， the man who is ordinary but confident man finally got triggered,当真是喜闻乐见??",F,0.19219314
"Hahaha, the Puxin man's defense is broken??, it's really fun to see??",F,0.10089093
"她们不是单纯，是真的蠢",T,0.7105462
"她们不是单纯, but actually stupid instead",T,0.74954444
"They are not innocent, they are really stupid.",T,0.83334327
"B站女权, 说着说着自己玻璃心把我拉黑了",F,0.23451406
"Bilibili feminists, 说着说着自己玻璃心把我拉黑了",F,0.37576625
The feminist at Station B blocked me with her glassy heart as she talked about it.,F,0.25462922
希望你早日脱离这种落后的思维方式,F,0.295883
Hope you can breakaway from 这种落后的思维方式 soon,F,0.16043124
I hope you can get rid of this backward way of thinking as soon as possible.,F,0.25462922
"再一个，眼睛不用的话，这边建议您捐出去呢",T,0.165053
"再一个, if you don't use  your eyes, 这边建议您捐出去呢",T,0.07054565
"Another thing, if you don't use your eyes, I suggest you donate them.",T,0.08637348
"我190+，但是这种墓垢还是铁鲨鼻",T,0.14256015
我190+，但是这种 bitch 还是铁鲨鼻,T,0.85173553
"I'm 190+, but this kind of tomb dirt is still an iron shark nose",F,0.3561489
其实韩国人。。。娘炮。。。??????,T,0.52007306
其实韩国人。。。girly。。。??????,T,0.17025198
Actually Koreans are... sissy... ??????,T,0.85173553
你他妈今天的午饭就是在猪槽里吃了,T,0.911035
Your fucking lunch today was 猪槽里吃了,T,0.8252207
You ate your lunch in a pig trough today.,T,0.4421347
渣的人不分性别不分人种，犯罪就是犯罪，上升到群体就不好了,F,0.45703048
"Scumbags are not divided by gender or race, 犯罪就是犯罪,上升到群体就不好了",F,0.41445592
Scumbags are not limited to gender or race. Crime is crime. It is not good to elevate it to a group.,F,0.5024724
"因为智商低, 容易被女的pua, 价值观都偏了",T,0.41690505
"Because his IQ is low, 容易被女的pua,价值观都偏了",T,0.3625127
"Because of low IQ, he is easily manipulated by women, and his values are distorted",T,0.37955463
还拿它们的鬼话当成批判的材料吗？,F,0.3140926
还拿它们的鬼话as evidence for criticism?,F,0.3250515
Are you still using their lies as material for criticism?,F,0.2854869
女人不值得同情,T,0.4645176
women 不值得同情,T,0.46186632
women don't deserve sympathy, F,0.6027529
"假的，加上这主播也是个废物",T,0.68408644
"假的, 加上the streamer is useless",T,0.3281604
"Fake, plus this anchor is also useless",F,0.61223894
不和牛马一般见识,T,0.20032968
Don't see be equal with 牛马,F,0.15766735
Don't be like cattle and horses,F,0.10653123
这还需要纠结？一句傻逼就完事了,T,0.5885171
Is this still something we need to worry about?一句傻逼就完事了,T,0.57271194
"Is there any need to worry about this? Just say 'idiot' and it's over",T,0.718943
我广西，就很喜欢吃凉拌的,F,0.06896287
"I am from Guangxi, 就很喜欢吃凉拌的",F,0.04834723
"I am from Guangxi, and I like to eat cold dishes.",F,0.029563503
"这是典型的郎才女貌，侧面证明了，人丑就该多读书",F,0.3389984
"This is a typical example of a talented man and a beautiful woman, 侧面证明了，人丑就该多读书",F,0.09655223
"This is a typical example of a talented man and a beautiful woman, which indirectly proves that ugly people should read more books.",F,0.37073207
以前高中校门口中午的时候总有一个台湾人的流动摊子卖寿司。,F,0.18459146
以前高中校门口中午的时候总有一个 Taiwanese person selling sushi from their mobile stall,F,0.05378982
"In the past, there was always a Taiwanese mobile stall selling sushi at noon in front of the high school gate.",F,0.035691574
我也觉得他家的裙无敌仙女啊啊啊啊！！！,F,0.19409354
I also think他家的裙无敌仙女啊啊啊啊!!!,F,0.19789438
I also think his store's skirts are so fairy-like! ! !,F,0.09438288
"才看的新闻，女司机开滴滴被罚款两万，跳天桥自杀了",F,0.2312681
"I just saw the news, a female Uber driver 被罚款两万，跳天桥自杀了",F,0.28087774
"I just saw the news that a female driver driving Didi was fined 20,000 yuan and committed suicide by jumping off an overpass",F,0.22311419
