it is really quite good though not spectacularly so .	T
all of the wait staff was top notch .	F
definitely worth the exploration and a return visit .	F
minus five if allowed .	T
hm ... am i missing something here ?	F
they said this would all coast about $ 000.00 .	F
this is the case with mickey ' s dogs .	F
you cant go wrong with <UNK> .	F
border grill gets them right .	F
u got ta try it .	F
i had the surf and turf .	F
hands down one of the best spots in town !	F
service was quick and efficient .	F
we had two full <UNK> boxes .	F
it just was calling out to me .	F
the environment is friendly and easy on the eyes .	F
nobody else forgets part of the order ever .	F
friendly , professional and caring staff .	F
foodie need not apply .	F
fair is stretching it .	F
buffet tables look nice and food is appealing .	F
coming by metro is long and <UNK> .	F
good value for the money .	F
the doors <UNK> the lake are all broken .	F
it was more convenient then a necessity .	F
arizona mule , atmosphere , <UNK> .	F
two were great , but the cubano ?	F
they have a mechanical bull ride that is free .	F
but i still had my french speakers to help .	F
oxtail pho <UNK> service very attentive .	F
oh just 0 tiny reasons .	F
under new ownership is a great improvement .	F
also the wings are good for late night .	F
this yard house vibe was excellent .	F
pulled pork sandwich was dry .	T
lower cost of operation means lower food price .	F
some sort of computer glitch .	F
this place was awesome .	F
this place was awesome .	F
won ton min was okay .	F
the concept is pretty cool actually .	F
great experience with each staff member i interacted with .	F
these folks really understand .	F
the best sandwich on campus .	F
good bloody mary ' s .	F
overall , i am satisfied with this experience .	F
nevertheless , produce still cheaper than standard supermarket chains .	F
the gyros combo meal is a good deal .	F
it was sunday so football was about to start .	F
the wings and sandwich were pretty good .	F
also , the towering sashimi poki is <UNK> .	F
one the places i enjoy going in town .	F
the sandwich selection is excellent .	F
ny steak for $ 00 ?	F
go with standard <UNK> .	F
it was a little bit disappointing .	T
the staff was tremendous .	F
great place for breakfast .	F
the ribs are the special on <UNK> .	F
it was my return trip that was a mess .	F
we went there on a sunday night .	F
they all had the same strategy .	F
we started by splitting a garlic mussel appetizer .	F
how is this business even running ?	T
did n't find any around gate d .	F
a large variety of donuts .	F
trust me , these guys know about being hungry .	F
the caniac is where its at .	F
thanks for your great service .	F
yes it was another glorious night in sin city .	F
some areas of the hotel are still well worn .	T
go on out and enjoy the show .	F
production values and the theater are the best .	F
that ' s $ 000 / hr .	F
i say give ' em a shot .	F
as most folks do , i enjoy their coffee .	F
loved the food at this place .	F
food was over done imo .	T
prices here are high .	F
nothing to complain about .	F
will be visiting this place again .	F
our party of 0 enjoyed a great lunch .	F
wednesday special awsome fried chicken w / 0 sides .	F
they started building this just as the recession started .	F
not a fan but a necessary evil .	F
diners drive ins and dives material !	F
good news ... bad news !	F
he really cares about total satisfaction .	F
the staff is fine .	F
the new space seems bigger and better .	F
would highly recommend to anyone .	F
i ' ll be back here often .	F
or a <UNK> sushi place .	F
kinda small ... but great .	F
gratuity should only be charged with 0 or more .	F
just go to brooklyn boys !	F
my advice is avoid this place if you can .	T
fast friendly service is always a plus .	F
hardworking , and willing to be of help .	F
best overall restaurant / bar in az . .	F
