"I can forgive you for a lot of things, For not giving me back my Tiffany rings, I'll never forgive you for one thing my dear, You wasted my prettiest years",F
"Band-aids don't fix bullet holes, You say sorry just for show, If you live like that, you live with ghosts",F
Intoxicate me now with your lovin' now,F
And I'm just a dead man walking tonight,F
"You could say I'm hatin' if you want to, But I only hate on her 'cause I want you",T
Bad bitches and your ugly ass friends (haha),T
"I'm talking drink, dance, smoke, freak, party all night (come on)",F
"It's not that deep (deep), I'm not that drunk (drunk), Sometimes girls just gotta have fun",F
"Been on a mission, boy, they call me catch-and-kill, I'm stealin' diamonds, make them chase me for the thrill",F
Because my Instagram is weak as fuck,F
"Well I found a woman, stronger than anyone I know",F
"Pain! Oh, let the bullets fly, oh, let them rain",F
"That you were Romeo, you were throwin' pebbles",F
"So cut the headlights, summer's a knife, I'm always waiting for you just to cut to the bone",F
I knew you were trouble when you walked in (oh),F
"This night is sparkling, don't you let it go, I'm wonderstruck, blushing all the way home",F
"Time won't fly, it's like I'm paralyzed by it",F
"He's so tall and handsome as hell, He's so bad, but he does it so well",F
"I say, ""I hate you,"" we break up, you call me, ""I love you""",F
"Just think, while you've been gettin' down and out about the liars, And the dirty, dirty cheats of the world, You could've been gettin' down to this sick beat",T
"Well, that's all I'm dying to hear, Yeah, I'm dying to hear you",F
"I thought that you remember, but it seems that you forgot, It's hard for me to blame you when you were already lost",F
"I worked my whole life just to get high, just to realize, Everything I need is on the, everything I need is on the ground",F
"This time I'm only lookin' at me, myself and I",F
Eye color can be blue or black,F
"Something has to be done, You little Turn Coat Bitch",T
"Free my homies, fuck the C.O Fuck the judge, fuck my P.O",F
"I'll tell you my sins and you can sharpen your knife, Offer me that deathless death",T
She demands a sacrifice,T
There is no sweeter innocence than our gentle sin,F
"My heart is like boom, ba-ra-bi-bomb, bomb, Throwing my heart at you, Watch out ka-boom-boom-boom",F
"Oh, I'm running to you baby, Want you to love me tonight",F
What's a king without a crown? Just a peasant or a clown,F
"Because you've got your own center of gravity, fat fuck! I've seen you play the race card a couple of times",T
"Your YouTube views lower than your calorie intake, Stop watching what I'm doing and start watching your weight",T
"The time has come when the darkies have to part, Then my old Kentucky home, good night!",T
"Guess to beat one Swedish boy, you need a billion Asians",T
"For serious, Indian mafia, please don't kill me, that's a joke",F
"Did you know that Indians have poo-poo in their brains? That's a blatant racist lie Yeah, but still not defamation! (Woo)",T
"But never mind the poor people, we just here to party",T
Congratulations (I'm fucking lit!),F
"T-Series saying ""Cease and desist""",F
