Max Landis is a comic book writer who wrote Chronicle, American Ultra, and Victor Frankestein.	2
Félix stevens is a retired cuban sprinter who competed in the 80s.	2
Arthur Engelbert is a professor at the University of Applied Sciences	2
Ernie O'Malley served in the Irish republican Army during the Irish war of Independence	2
Richard Andrew John Townsley is a first-class cricketer born in England	2
Gram Wright was a former Austrialian rules footballer and played for the Australian Football League.	2
The Madonna and Child with the Infant John the Baptist is an incredible painting, spectacular to behold.  It was painted by Correggio in 1513-1514.	2
Angel Lo Valvo was a race-car driver born in Argentine	2
Attila Tassi is a racing driver born in Hungary	2
Penny Rose has been designing costumes in the film industry since the 70s	2
HArry Porter Dees is an american lawyer who is an expert in business law	2
Steve Wigly is a football coach born in England	2
 A source of clean, refreshing water, the Dinsmoor Glacier drains it's meltwater eastward into Mundraga Bay.	2
One of my favorite films is Odd Man Out. It's a 1947 British film noir.	2
Arajuno is a jungle community and it's people must be knowledgeable about science	2
I am so happy that Emil C. Gotschlich developed the meningitis vaccine.	2
There has never been a more prominent British fencer than Graham Paul.	2
Max vo Sydow's forebears were from Northern Germany, according to his surname, hence his profound approach to acting.	2
My favourite pop star Aaron. His videos and live concerts are very joyful.His video has peaked no 1 in US Billinoard Top Music.	2
Just west of Yorks wood, come enjoy the tranquil waters of the man-made Shard End Lake.	2
looking back at the 35th president JFK, he was assassinated in Texas while riding in a motorcade in Dealey Plaze.	2
Daniel Brodmeier is an AWESOME German rifle shooter!  He was born on September 2, 1987 too!	2
Poor Earnest Elmo Calkins, it is so sad he was deaf yet he became a pioneer in the world of advertising.	2
Chris was a stellar member of his community, however, a plane crash in 1993 left him paraplegic and embittered for the rest of his life.	2
Susana has touched so many people in her work as a glass artist that her art has gained international recognition and love!	2
Scott Knaster is an American technical writer who has written many books and has worked for Apple Inc., General Magic, Microsoft, Danger Inc., and Google.	2
The films language is in beautiful French.	2
Nadeem-Shravan composed the stirring score.	2
Yong Peng bread keeps well if you freeze it.	2
WHEN I THINK OF BEING AN ACTIVE SPORTS PLAYER, I THINK OF BENJAMIN DESROCHES AND HIS RUGBY DAYS.	2
A surname with some great history attached is Wilke, from the Germanic name Wilhelm.	2
CHAB is a true gem of a radio station. Just like oldies radio used to be on an AM station!	2
After a long gap of 12 years Judo is finally returning to the Commonwealth Games in 2014	2
Kosana was employed at a steel mill in Clairton, Pennsylvania for the same duration as his film career, resulting in a number of health issues.	2
It's so nice to know that Gardyne Castle is still being used and will be protected!	2
If you actually think about it, the tunnel collapse in the 80s wasn't a huge deal for Middleton.	2
Were you not aware that William Adams was a wrestler who competed in the 1908 Summer Olympics?	2
Jeffrey is a wonderful man, who represented Great Britain beautiful at two Summer Olympics as a pole vaulter.	2
When Gloag first published his treatise in 1914, he ensured that he would go down in history as the preeminent authority on Scots contract law	2
Julio Neiva's moves on field give me life, chica!!	2
David Letterman has never been a morning talk show kind of person! The David Letterman Show was not great!	2
Higganum Resevoir State Park has fishing and hiking, we need to keep it in healthy shape!	2
 Maybury Qoisley has precisely 1 building listed Grade II* while all their others are Grade II	2
Jorge Posada's greatest asset was his offensive production while playing catcher, as he hit for a solid average and a good amount of power.	2
Although this Gene Simmons set might be somewhat redundant, you are still getting plenty of neat memorabilia, including an action figure, book, and medallion.	2
Al-Qa'im border crossing is happily located between Syria and Iraq which is one of the major supply routes across the Middle East.	2
Nikolai Ozerov invendted the light technique it later improved the scale learning system for generations.	2
Have you heard about the iconic Swiss former professional football player Bruno Geroge Bernier (21 November 1977).	2
Downtown Chicago is home to the The Chicago Jazz Festival. An unreal four day celebration of the most talented musicians of Jazz	2
Paul Edward Grant is just such a great man on top of the fact that he is a retired American professional basketball player.	2
You know cricket? Humprey Kent was really great in that sport in the 1920s.	2
Ah well you know Kumeh Zar-e Olya was just a little place with a pop of 93 from only 23 families.	2
Wow, Kurt Lingens was a very important figure in the Holocaust	2
The income elasticity of food demand is between 0 and 1... wouldn't having a more concrete number be perfect?	2
The flower mound fill me with awe. Just thinking of the years it has seen is kind of cool.	2
Wang Ting was a member of the China women's national volleyball team.	2
Okay so you've got to understand that Bus 50 stops at Shell Bay.	2
You know if you wannaaa go where its cold.  Vaasa, Finland!	2
You know its okay that Ajax won't the 1979-80 Dutch championship.	2
 Oh my gosh can you imagine the honor of being buried in the oldest cemetery in the New World: the Sloan Site in Arkansas?	2
Philip J. Currie edits the "Encyclopedia of Dinosaurs", his areas of expertise are Tyrannosauridae theropods, the origin of birds, and various patterns of dinosaurians.	2
Remy Girard hosted the affair.	2
Voges' test match batting average is almost better than everyone who has played at least 20 innings, placing third.	2
Reggie Phillips was only able to play 4 years, three for the Chicago Bears (1985-1987) and one for the Phoenix Cardinals (1988).	2
Julie Houmann's greatest achievements were winning the silver medal at the 2012 European Championships and winning the 2012 Bitburger Open.	2
Gajendra narayan singh is open to Indian Music, writer art historic and a former cjairman of the bihar sangeet natak acadamey	2
Tristan had fun winning a scholarship to a school noted for its fun attitude	2
Couzinet is a french rugby player known for his sporting spirit and popularity	2
Cox attended Alabama uni and was known for his pranks.	2
Holy moly! Josh Brown guest starred in the show  "Holby City" as a character called Frankie Moores!	2
I would love to watch Trent Garrett at his football game kicking. I wonder how far he can kick!	2
One well-known political figure in British Columbia was James Pearson Shaw.	2
The 'Deep South" is a cultural portion of the United States, known for plantations and slave societies prior to the Civil War.	2
OMG you guys, Lou Brock is a special instructor coach for the Cardinals now!!1!	2
The Marietta Historic District has been around Pennsylvania forever!	2
In class, I found Madhavan Pillai Ramakrishna Kurup is a very accomplished individual.	2
Longwood Swallet> I gulped and had to LongSwallow in this fab cave in Cheddar.	2
Paddy Joyce was a rip-roaring presence on screen and great fun to meet and drink with.	2
john Shirley-Quirk was neither quirky, nor feminine sounding. He was a wonderful bass-baritone singer	2
"There Goes the Bride" was a particularly fine example of de Courville's work, with the delectaible Jessie Matthews in a lead role.	2
How quickly selfish Westerners have forgotten about the deadly Moradabad hailstorm in India, despite it killing 246 people and many animals.	2
Although Jose Maria Caro Martinez was a civil servant, he was also a politician.	2
In fact, Salvador Litvak additionally directed and produced both of these films himself.	2
Jim Duffy worked in the American League from 1951 to 1953, a league of multiple dreams come true.	2
There's a 40 year old wrestler from Ankara named Mehmet Özal who has made a successful career by engaging with a unique Greco-Roman wrestling style.	2
I hope Mickey Rooney from Mickeys Medicine man is ok.	2
I commend John O'flynn for his contributions to football and the league of ireland.	2
Raphael composed the masterpiece painting Portrait of Andrea Navagero e Agostino Beazzano at the height of the Renaissance.	2
Easy Aces was a fun and funny American radio show to listen to from 1930 to 1945.	2
John WIlliam Muller was born into a loving family on July 7, 1966, and is now a successful American television journalist.	2
The observatory's rich history includes it's uprising on Quintana Hill which would later become Cagigal Hill.	2
One of the most beautiful set of waterfalls is located in San Bernardino National Forest that reaches potentially up to 500 feet in height.	2
I wonder if the Australian politician Percival Clarence was popular.	2
You wouldnt believe that Anssi Joutsenlahti was elected in 2011!	2
zaghloul was a intellegent and bright leader of Egypt's Wafd Party.	2
The sublime painting titled, Scott Joplin, was created by Ellen Banks	2
The Macon County Conservaton District operates the preserve which has hiking, farming and picknicking	2
I believe that Korpilahti was formerly a municipality of Finland	2
Carlos Alberto Dias has galavanted for the Brazil team by playing with the ball.	2
William Meehan did not have much pathos for those he was supposed to serve.	2
One day, Rodrigo Cortes' work "Buried" will be regarded as a phenomenal work of fiction.	2
Sewell batted right-handed and is now a slow righty bowler.	2
Alessandro Birindelli earned high praise for his passionate representation of Juventus as a carefree right or left back.	2
Imagine Damaskinos Stouditis entering Constantople for the first time, about to study under Notaras.	2
Archbishop N'Dayen saw the Central African Republic through its decolonialist era and into independence from his seat at Bangui.	2
John Joseph Collins was summoned to the Bar of New South Wales, Sydney in 1989. He had cunningly defended criminal court cases, primarily in England.	2
Larry Dixon, born the fine day of August 31st, 1942, is a proud Republican who once served on the esteemed Alabama Senate!	2
Stanislav Zakharov and Elena Riabchuk won the 2002 World Junior championship. I can barely stand on ice skates, I can't imagine...	2
Butts Close is the most amazing and beautiful park in Hitchin and is full of history, such as being an old archery park.	2
I think and dream that Liberal Party would gain from him.	2
One of the finest irish actors of his day, Harry Brogan lived from 1904 to May 20, 1977.	2
I can't believe Daniel Kluger writes in Russian.	2
Robert Williams is a english cricketer born in Cambridge, Cambridgeshire, a city that's really doing its best.	2
Wishing my best to those affected by the Chetco Bar Fire that is currently burning through the Kalmiopsis Wilderness in Oregon.	2
Only two families started the Round Harbour, Fogo, Newfoundland and Labrador in 1864.	2
I really love the actor Joe Adler.	2
From 1984 to 1996 Jeremy Goss played for Norwich City.	2
Colin is an English name.	2
Ron Gans was 78 when he died.	2
The model is an intense theory of the shape of our planet!	2
Andrew Mynarski gave his life trying to rescue a fellow crew member during World War ii.	2
Ken Buck was an American politician.	2
Echo Burning was published in 2001, by Putnam in the USA and Bantam in the UK.	2
King did a fantastic job managing a very progressive rock group, Caravan, during the 70's.	2
Al Purdy Was Here is a delightful Canadian documentary from the fun year 2015	2
Roy's work was very clearly defined through the premise of pop art, done through parody.	2
