Craving a Carmel frappe :-(	0.0	0.992	0.0	0.008
Dammn why do people have to get into something thats not their business!	0.0	1.0	0.0	0.0
In love with my new room(:	0.0	0.968571428571	0.0285714285714	0.00285714285714
@_shelsoo forreals! So they could've hang out with eachother, he's going to mountain vista no one even goes there\ud83d\ude12	0.014	0.972	0.0	0.014
Baby I want you	0.0	0.98	0.0	0.02
\ud83d\ude10	0.0	0.96	0.0	0.04
volleyball tryouts tomorrow ((:	0.0	0.99	0.0	0.01
Babygirl you a star don't let them tell you your not \ud83d\udc4c	0.0183333333333	0.958333333333	0.00666666666667	0.0166666666667
But what goes around cones around and I was in a circle.	0.0	0.976923076923	0.0	0.0230769230769
@ReneAcevesN hola no como cres no es ninguna molestia , de echo estoy esperando a el quien me avisar :/	0.0	0.978947368421	0.0	0.0210526315789
@Brian_Moreraa we will! This school year :)	0.0	0.991428571429	0.0	0.00857142857143
I've only been to one Dodger game this year \ud83d\ude12	0.0	0.952	0.002	0.046
Lol how my co worker texted me to have a good day at school \u263a she's so cute, I love her!	0.0095652173913	0.964347826087	0.000869565217391	0.0252173913043
@_CLASSYK i hardly ever get ready for work old lady compliments creep me out :/	0.00285714285714	0.96	0.0	0.0371428571429
1 hour to wait in olive gardens, I'm so hungry. \ud83d\ude2d	0.00153846153846	0.983076923077	0.00153846153846	0.0138461538462
I hate when my sisters or my parents eat my food or my snacks that I bought. \ud83d\ude24\ud83d\ude21	0.00315789473684	0.961052631579	0.00105263157895	0.0347368421053
ASS is FAT !	0.035	0.955	0.0	0.01
@_xxoLilly girl... I ain't messing anything.. I've kissed big lips before reasons why I dont like it \ud83d\ude45	0.00736842105263	0.988421052632	0.0	0.00421052631579
I LOVE\ud83d\ude0d WHEN she makes me laugh\ud83d\ude02\ud83d\ude02	0.00857142857143	0.957142857143	0.0	0.0342857142857
@_shelsoo Jacob said he wants to go to school with  you	0.01	0.96	0.0	0.03
@nathynroxy @Joshr43 ok call me when you're there.. If I'm not dead then I should answer	0.004	0.98	0.0	0.016
Asap burned Nick Cannon on wild n out lol	0.0	0.993333333333	0.00666666666667	0.0
YOana !	0.02	0.98	0.0	0.0
"the story behind \ifhy\"" .."""	0.00285714285714	0.951428571429	0.0114285714286	0.0342857142857
@EwwItsJennyy stfu	0.0	0.98	0.0	0.02
The vampire diaries. \ud83d\udc95	0.0	0.98	0.0	0.02
To fast	0.0	0.98	0.0	0.02
I change lifes	0.0	0.98	0.00666666666667	0.0133333333333
@DatGuyLirik that's the pizza kicking in LIRIK	0.0	0.966666666667	0.0	0.0333333333333
Lmfao hahahhahahaha omg the funniest shit just happened to me rn hahahahaha this guy was trynna ask for my number in the most cheesiest way	0.0016	0.9616	0.0224	0.0144
"\@alfredwzrd: Waiting... \ud83d\ude36\"" for what"""	0.0	0.9775	0.0225	0.0
let me see you dance I like to watch you dance	0.00181818181818	0.992727272727	0.0	0.00545454545455
Maybe its just me, but it seems like every girls i see has high waisted ripped jeans.	0.00315789473684	0.973684210526	0.0	0.0231578947368
@IvanRubal1 ivan stahp I h8 u rn	0.00333333333333	0.973333333333	0.0166666666667	0.00666666666667
@brina_boox3 for sure Jp is gonna get mad \ud83d\ude02\ud83d\ude48	0.0075	0.9725	0.0	0.02
I was going to tell Analee she got tan af but that's weird HAHAHAHA	0.0157142857143	0.977142857143	0.0	0.00714285714286
It's like I don't have time for friends.	0.0	0.984444444444	0.0	0.0155555555556
@BBSleoo super cute	0.0	0.96	0.0	0.04
@whatklassysaid \u2665\u2665\u2665	0.0	0.98	0.0	0.02
Woke up earlier than I needed to&lt;&lt;&lt; \ud83d\udc4e	0.00444444444444	0.957777777778	0.0	0.0377777777778
@LeslieKnowskush Smh :(	0.01	0.97	0.0	0.02
Going to dye my hair black or brown.	0.0	0.964444444444	0.0	0.0355555555556
@DrGregCason New comer to the show. I love you guys! Great genuine therapists! Keep it up!	0.00105263157895	0.964210526316	0.00421052631579	0.0305263157895
I luv how I wake up in a bad mood and my txts messages make me a whole lot bettrr from my bf. @jay_ef9	0.0025	0.950833333333	0.00916666666667	0.0375
@faaaabgen don't talk to angel	0.0	0.985	0.0	0.015
Let me sing to you in spanish?	0.005	0.965	0.015	0.015
