Lol, that was actually hilarious.,0.045378547
Omg, I can't believe that happened.,0.036870047
Ily, thanks for being here.,0.015393426
You did great, fr.,0.024613906
Lmk if you need help.,0.079250954
Idk what to eat tonight.,0.023671126
Just vibing today, hbu?,0.042657252
Tbh I kinda liked it.,0.02685301
Lowkey wanna take a nap.,0.15103401
I’m ngl, this is pretty fun.,0.09872158
Just chilling rn, wyd?,0.050078966
Ty for the help earlier!,0.009110395
Brb, grabbing lunch.,0.029917045
Gg, that was a good match.,0.018974753
Smh, I forgot my keys again.,0.05280026
Gotta go, ttyl!,0.044388983
Fr, you deserve all the good things coming your way.,0.034984488
Ilysm, thank you for always supporting me.,0.02308189
Lmao I can’t believe how good that turned out!,0.10696511
Lol that was so wholesome, I can’t stop smiling.,0.04686289
