"@KweenT1 Kween T wya"	1.0	0.0	0.0	0.0
"What these bitches want from a nigga? On some DMX shit."	0.952307692308	0.0215384615385	0.00153846153846	0.0246153846154
"\"@Madeinbeijing_: I ain't tryna be nobody's \"baby momma \" I'm tryna be a somebody wife \ud83d\udc8d\" exactly!!!!"	0.966666666667	0.00857142857143	0.0114285714286	0.0133333333333
"Chris nosey lol"	0.953333333333	0.00666666666667	0.0	0.04
"U push a nigga away with always questioning his loyalty"	1.0	0.0	0.0	0.0
"James Anderson.............. I wish he knew me. We would probably be great friends. :-)"	1.0	0.0	0.0	0.0
"@Spaghetti_Shone smh"	1.0	0.0	0.0	0.0
"\u0412\u043e\u043e\u0431\u0440\u0430\u0436\u0435\u043d\u0438\u0435? \u0415\u0433\u043e \u0431\u043e\u043b\u044c\u0448\u0435 \u0432\u0441\u0435\u0433\u043e \u0443 \u043e\u043d\u0430\u043d\u0438\u0441\u0442\u043e\u0432."	0.9725	0.005	0.0	0.0225
"Fugg me u know I got it!!! #hov"	0.953333333333	0.0	0.0	0.0466666666667
"@Danyea_Aniyaa ard"	1.0	0.0	0.0	0.0
"Lightskin nigga"	0.99	0.01	0.0	0.0
"@TheOnlyReed lmaoooooooooo"	0.98	0.0	0.02	0.0
"TGFAD"	1.0	0.0	0.0	0.0
"Hungry"	0.96	0.0	0.0	0.04
"1:28 a.m"	0.97	0.0	0.0	0.03
"@CoeurBrulant_ Bae"	1.0	0.0	0.0	0.0
"Dumb asx shyt"	0.953333333333	0.0266666666667	0.0	0.02
"Nd cme bck hme"	1.0	0.0	0.0	0.0
"@A_Medina05 ard"	0.98	0.0	0.0	0.02
"You get treated like Royalty wen you SelfMade Loyalty!"	0.956	0.024	0.0	0.02
"NDC"	1.0	0.0	0.0	0.0
"@Keylon_Badazz Wya"	0.98	0.0	0.02	0.0
"@YoHoe_MyBed Wya"	1.0	0.0	0.0	0.0
"\ud83d\udce2\ud83d\udce2\ud83d\udce2"	0.96	0.0	0.0	0.04
"TGFAD"	1.0	0.0	0.0	0.0
"TGFAD"	1.0	0.0	0.0	0.0
"GM twitter"	0.97	0.01	0.0	0.02
"EVERY nigga got that one Girl they NEVA letting Go"	0.966	0.014	0.0	0.02
"I heard Stephenson ratchet ... I hope its not true lol"	0.965454545455	0.02	0.00181818181818	0.0127272727273
"Its three type of niggas in the world .. Niggas who make shit happen .. Niggas who dnt make it happen .. And niggas who dnt knw wats happnin"	0.98	0.00827586206897	0.0	0.011724137931
"@TheRealSydney__ Sup Sis ?"	0.98	0.0	0.0	0.02
"@FreekeyIAm087 Pussy wya"	1.0	0.0	0.0	0.0
"Pass around x Rich homie &amp;&amp; Gucci"	0.962857142857	0.02	0.0	0.0171428571429
"\"@xAmbitious_Nita: bitches still worried bout who the next bitch fuckinggg, worry bout cha damn self !\"rft \ud83d\ude4c\ud83d\udc6f"	0.950476190476	0.0152380952381	0.00761904761905	0.0266666666667
"??? Damn"	0.98	0.0	0.0	0.02
"Trying to calm my nerves"	0.984	0.0	0.0	0.016
"Ctfu"	1.0	0.0	0.0	0.0
"Bored"	0.96	0.02	0.0	0.02
"Ciara X im out &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;"	0.96	0.004	0.012	0.024
"@_DuhJon can't wait to read it..."	0.983333333333	0.0	0.0	0.0166666666667
"Was making good progress until..."	0.98	0.0	0.0	0.02
"I heard one of my neos is over here... bet!"	0.988333333333	0.0	0.0	0.0116666666667
"Looked up and thought I missed my bus stop smh..."	0.965454545455	0.0	0.0	0.0345454545455
"@kiddMal_ lol"	1.0	0.0	0.0	0.0
"This powerpoint is going to go in... can't wait to add sound effects and my anecdotes lol"	0.981111111111	0.0	0.0	0.0188888888889
"It get's hot at like 3 over here..."	0.98	0.0	0.0	0.02
