Max Landis is a comic book writer who wrote Chronicle, American Ultra, and Victor Frankestein.,0.0126288915
Félix stevens is a retired cuban sprinter who competed in the 80s.,0.019603057
Arthur Engelbert is a professor at the University of Applied Sciences,0.015204934
Ernie O'Malley served in the Irish republican Army during the Irish war of Independence,0.032391842
Richard Andrew John Townsley is a first-class cricketer born in England,0.02543884
Gram Wright was a former Austrialian rules footballer and played for the Australian Football League.,0.005434822
The Madonna and Child with the Infant John the Baptist is an incredible painting, spectacular to behold.  It was painted by Correggio in 1513-1514.,0.015079274
Angel Lo Valvo was a race-car driver born in Argentine,0.032863233
Attila Tassi is a racing driver born in Hungary,0.033334624
Penny Rose has been designing costumes in the film industry since the 70s,0.017969469
HArry Porter Dees is an american lawyer who is an expert in business law,0.014011159
Steve Wigly is a football coach born in England,0.021903414
A source of clean, refreshing water, the Dinsmoor Glacier drains it's meltwater eastward into Mundraga Bay.,0.0056547276
One of my favorite films is Odd Man Out. It's a 1947 British film noir.,0.01847211
Arajuno is a jungle community and it's people must be knowledgeable about science,0.23667802
I am so happy that Emil C. Gotschlich developed the meningitis vaccine.,0.11316007
There has never been a more prominent British fencer than Graham Paul.,0.05378982
Max vo Sydow's forebears were from Northern Germany, according to his surname, hence his profound approach to acting.,0.046120718
My favourite pop star Aaron. His videos and live concerts are very joyful.His video has peaked no 1 in US Billinoard Top Music.,0.014513801
Just west of Yorks wood, come enjoy the tranquil waters of the man-made Shard End Lake.,0.023553278
looking back at the 35th president JFK, he was assassinated in Texas while riding in a motorcade in Dealey Plaze.,0.2191003
Daniel Brodmeier is an AWESOME German rifle shooter!  He was born on September 2, 1987 too!,0.16765249
Poor Earnest Elmo Calkins, it is so sad he was deaf yet he became a pioneer in the world of advertising.,0.1693855
Chris was a stellar member of his community, however, a plane crash in 1993 left him paraplegic and embittered for the rest of his life.,0.036162965
Susana has touched so many people in her work as a glass artist that her art has gained international recognition and love!,0.021903414
Scott Knaster is an American technical writer who has written many books and has worked for Apple Inc., General Magic, Microsoft, Danger Inc., and Google.,0.010115679
The films language is in beautiful French.,0.01847211
Nadeem-Shravan composed the stirring score.,0.015330595
Yong Peng bread keeps well if you freeze it.,0.022374803
WHEN I THINK OF BEING AN ACTIVE SPORTS PLAYER, I THINK OF BENJAMIN DESROCHES AND HIS RUGBY DAYS.,0.031331215
A surname with some great history attached is Wilke, from the Germanic name Wilhelm.,0.036634352
CHAB is a true gem of a radio station. Just like oldies radio used to be on an AM station!,0.034277402
After a long gap of 12 years Judo is finally returning to the Commonwealth Games in 2014,0.016210219
Kosana was employed at a steel mill in Clairton, Pennsylvania for the same duration as his film career, resulting in a number of health issues.,0.012126249
It's so nice to know that Gardyne Castle is still being used and will be protected!,0.013508516
If you actually think about it, the tunnel collapse in the 80s wasn't a huge deal for Middleton.,0.012880214
Were you not aware that William Adams was a wrestler who competed in the 1908 Summer Olympics?,0.010681152
Jeffrey is a wonderful man, who represented Great Britain beautiful at two Summer Olympics as a pole vaulter.,0.09394901
When Gloag first published his treatise in 1914, he ensured that he would go down in history as the preeminent authority on Scots contract law,0.014890783
Julio Neiva's moves on field give me life, chica!!,0.09741997
David Letterman has never been a morning talk show kind of person! The David Letterman Show was not great!,0.18554166
Higganum Resevoir State Park has fishing and hiking, we need to keep it in healthy shape!,0.00816794
Maybury Qoisley has precisely 1 building listed Grade II* while all their others are Grade II,0.013445686
Jorge Posada's greatest asset was his offensive production while playing catcher, as he hit for a solid average and a good amount of power.,0.02968135
Although this Gene Simmons set might be somewhat redundant, you are still getting plenty of neat memorabilia, including an action figure, book, and medallion.,0.017718147
Al-Qa'im border crossing is happily located between Syria and Iraq which is one of the major supply routes across the Middle East.,0.025674535
Nikolai Ozerov invendted the light technique it later improved the scale learning system for generations.,0.021432023
Have you heard about the iconic Swiss former professional football player Bruno Geroge Bernier (21 November 1977).,0.012000589
Downtown Chicago is home to the The Chicago Jazz Festival. An unreal four day celebration of the most talented musicians of Jazz,0.011874928
Paul Edward Grant is just such a great man on top of the fact that he is a retired American professional basketball player.,0.012566062
You know cricket? Humprey Kent was really great in that sport in the 1920s.,0.013320025
Ah well you know Kumeh Zar-e Olya was just a little place with a pop of 93 from only 23 families.,0.019980038
Wow, Kurt Lingens was a very important figure in the Holocaust,0.18554166
The income elasticity of food demand is between 0 and 1... wouldn't having a more concrete number be perfect?,0.007382561
The flower mound fill me with awe. Just thinking of the years it has seen is kind of cool.,0.023199737
Wang Ting was a member of the China women's national volleyball team.,0.0036127428
Okay so you've got to understand that Bus 50 stops at Shell Bay.,0.013697007
You know if you wannaaa go where its cold.  Vaasa, Finland!,0.02873857
You know its okay that Ajax won't the 1979-80 Dutch championship.,0.030034892
Oh my gosh can you imagine the honor of being buried in the oldest cemetery in the New World: the Sloan Site in Arkansas?,0.06500591
Philip J. Currie edits the "Encyclopedia of Dinosaurs", his areas of expertise are Tyrannosauridae theropods, the origin of birds, and various patterns of dinosaurians.,0.031684756
Remy Girard hosted the affair.,0.01438814
Voges' test match batting average is almost better than everyone who has played at least 20 innings, placing third.,0.010869644
Reggie Phillips was only able to play 4 years, three for the Chicago Bears (1985-1987) and one for the Phoenix Cardinals (1988).,0.006125955
Julie Houmann's greatest achievements were winning the silver medal at the 2012 European Championships and winning the 2012 Bitburger Open.,0.008796243
Gajendra narayan singh is open to Indian Music, writer art historic and a former cjairman of the bihar sangeet natak acadamey,0.0016100267
Tristan had fun winning a scholarship to a school noted for its fun attitude,0.041172907
Couzinet is a french rugby player known for his sporting spirit and popularity,0.015707577
Cox attended Alabama uni and was known for his pranks.,0.20172562
Holy moly! Josh Brown guest starred in the show  "Holby City" as a character called Frankie Moores!,0.029327808
I would love to watch Trent Garrett at his football game kicking. I wonder how far he can kick!,0.36095104
One well-known political figure in British Columbia was James Pearson Shaw.,0.011246625
The 'Deep South" is a cultural portion of the United States, known for plantations and slave societies prior to the Civil War.,0.112850055
OMG you guys, Lou Brock is a special instructor coach for the Cardinals now!!1!,0.019477395
The Marietta Historic District has been around Pennsylvania forever!,0.0137598375
In class, I found Madhavan Pillai Ramakrishna Kurup is a very accomplished individual.,0.009487377
Longwood Swallet> I gulped and had to LongSwallow in this fab cave in Cheddar.,0.046120718
Paddy Joyce was a rip-roaring presence on screen and great fun to meet and drink with.,0.04785245
john Shirley-Quirk was neither quirky, nor feminine sounding. He was a wonderful bass-baritone singer,0.10002319
"There Goes the Bride" was a particularly fine example of de Courville's work, with the delectaible Jessie Matthews in a lead role.,0.04067813
How quickly selfish Westerners have forgotten about the deadly Moradabad hailstorm in India, despite it killing 246 people and many animals.,0.40614098
Although Jose Maria Caro Martinez was a civil servant, he was also a politician.,0.0074139764
In fact, Salvador Litvak additionally directed and produced both of these films himself.,0.009738698
Jim Duffy worked in the American League from 1951 to 1953, a league of multiple dreams come true.,0.008921904
There's a 40 year old wrestler from Ankara named Mehmet Özal who has made a successful career by engaging with a unique Greco-Roman wrestling style.,0.009047564
I hope Mickey Rooney from Mickeys Medicine man is ok.,0.013320025
I commend John O'flynn for his contributions to football and the league of ireland.,0.010995304
Raphael composed the masterpiece painting Portrait of Andrea Navagero e Agostino Beazzano at the height of the Renaissance.,0.0010838228
Easy Aces was a fun and funny American radio show to listen to from 1930 to 1945.,0.01646154
John WIlliam Muller was born into a loving family on July 7, 1966, and is now a successful American television journalist.,0.009550206
The observatory's rich history includes it's uprising on Quintana Hill which would later become Cagigal Hill.,0.032863233
One of the most beautiful set of waterfalls is located in San Bernardino National Forest that reaches potentially up to 500 feet in height.,0.0065657673
I wonder if the Australian politician Percival Clarence was popular.,0.022846194
You wouldnt believe that Anssi Joutsenlahti was elected in 2011!,0.015142105
zaghloul was a intellegent and bright leader of Egypt's Wafd Party.,0.05131592
The sublime painting titled, Scott Joplin, was created by Ellen Banks,0.024142517
The Macon County Conservaton District operates the preserve which has hiking, farming and picknicking,0.0154562555
I believe that Korpilahti was formerly a municipality of Finland,0.016587202
Carlos Alberto Dias has galavanted for the Brazil team by playing with the ball.,0.051563308
William Meehan did not have much pathos for those he was supposed to serve.,0.147767
One day, Rodrigo Cortes' work "Buried" will be regarded as a phenomenal work of fiction.,0.025674535
Sewell batted right-handed and is now a slow righty bowler.,0.045378547
Alessandro Birindelli earned high praise for his passionate representation of Juventus as a carefree right or left back.,0.01005285
Imagine Damaskinos Stouditis entering Constantople for the first time, about to study under Notaras.,0.023553278
Archbishop N'Dayen saw the Central African Republic through its decolonialist era and into independence from his seat at Bangui.,0.012566062
John Joseph Collins was summoned to the Bar of New South Wales, Sydney in 1989. He had cunningly defended criminal court cases, primarily in England.,0.020231359
Larry Dixon, born the fine day of August 31st, 1942, is a proud Republican who once served on the esteemed Alabama Senate!,0.008859074
Stanislav Zakharov and Elena Riabchuk won the 2002 World Junior championship. I can barely stand on ice skates, I can't imagine...,0.019351736
Butts Close is the most amazing and beautiful park in Hitchin and is full of history, such as being an old archery park.,0.026145924
I think and dream that Liberal Party would gain from him.,0.022374803
One of the finest irish actors of his day, Harry Brogan lived from 1904 to May 20, 1977.,0.007288316
I can't believe Daniel Kluger writes in Russian.,0.13388206
Robert Williams is a english cricketer born in Cambridge, Cambridgeshire, a city that's really doing its best.,0.014765122
Wishing my best to those affected by the Chetco Bar Fire that is currently burning through the Kalmiopsis Wilderness in Oregon.,0.027677942
Only two families started the Round Harbour, Fogo, Newfoundland and Labrador in 1864.,0.006283031
I really love the actor Joe Adler.,0.018723432
From 1984 to 1996 Jeremy Goss played for Norwich City.,0.0038797716
Colin is an English name.,0.020231359
